no,concept_code,concept_name,concept_synonym,domain_id,matchScore_a,targetConceptId_a,targetConceptName_a,targetVocabularyId_a,targetDomainId_a,targetStandardConcept_a,targetChildCount_a,targetParentCount_a,targetConceptClassId_a,targetConceptCode_a,targetValidStartDate_a,targetValidEndDate_a,matchScore_b,targetConceptId_b,targetConceptName_b,targetVocabularyId_b,targetDomainId_b,targetStandardConcept_b,targetChildCount_b,targetParentCount_b,targetConceptClassId_b,targetConceptCode_b,targetValidStartDate_b,targetValidEndDate_b,matchScore_fixed,targetConceptId_fixed,targetConceptName_fixed,targetVocabularyId_fixed,targetDomainId_fixed,targetStandardConcept_fixed,targetConceptClassId_fixed,targetConceptCode_fixed,targetValidStartDate_fixed,targetValidEndDate_fixed
59,A1212,"Medical care profound count 1-2, doctor 1 (number of specialist less than 50%)· nursing 2 grade","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호2등급",Procedure,0.226633728,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.295889318,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.226633728,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
60,A1213,"Medical care profound count 1-2, doctor 1 (number of specialist less than 50%)· nursing 3 grade","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호3등급",Procedure,0.22501494,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.230870724,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.22501494,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
61,A1214,"Medical care profound count 1-2, doctor 1 (number of specialist less than 50%)· nursing 4 grade","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호4등급",Procedure,0.224535868,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.30007869,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.224535868,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
62,A1216,"Medical care profound count 1-2, doctor 1 (number of specialist less than 50%)· nursing 6 grade","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호6등급",Procedure,0.224416748,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.299853384,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.224416748,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
63,A1217,"Medical care profound count 1-2, doctor 1 (number of specialist less than 50%)· nursing 7 grade","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호7등급",Procedure,0.222871408,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.228113949,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.222871408,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
64,A1218,"Medical care profound count 1-2, doctor 1 (number of specialist less than 50%)· nursing 8 grade","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호8등급",Procedure,0.223806649,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.298897982,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.223806649,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
65,A1230,"Medical care profound count 1-2, doctor 3· nursing 5 grade","의료최고도 count 1-2, 의사3·간호5등급",Procedure,0.230626419,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.298047274,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.230626419,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
66,A1231,"Medical care profound count 1-2, doctor 3· nursing 1 grade","의료최고도 count 1-2, 의사3·간호1등급",Procedure,0.232136175,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.300793439,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.232136175,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
67,A1232,"Medical care profound count 1-2, doctor 3· nursing 2 grade","의료최고도 count 1-2, 의사3·간호2등급",Procedure,0.230187088,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.297252625,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.230187088,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
68,A1233,"Medical care profound count 1-2, doctor 3· nursing 3 grade","의료최고도 count 1-2, 의사3·간호3등급",Procedure,0.228191957,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.270422637,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.228191957,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
69,A1234,"Medical care profound count 1-2, doctor 3· nursing 4 grade","의료최고도 count 1-2, 의사3·간호4등급",Procedure,0.227065474,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.291618198,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227065474,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
70,A1236,"Medical care profound count 1-2, doctor 3· nursing 6 grade","의료최고도 count 1-2, 의사3·간호6등급",Procedure,0.226889417,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.291251957,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.226889417,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
71,A1237,"Medical care profound count 1-2, doctor 3· nursing 7 grade","의료최고도 count 1-2, 의사3·간호7등급",Procedure,0.224617392,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.287080526,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.224617392,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
72,A1238,"Medical care profound count 1-2, doctor 3· nursing 8 grade","의료최고도 count 1-2, 의사3·간호8등급",Procedure,0.225989848,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.289704949,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.225989848,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
73,A1240,"Medical care profound count 1-2, doctor 4· nursing 5 grade","의료최고도 count 1-2, 의사4·간호5등급",Procedure,0.230205864,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.297460467,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.230205864,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
74,A1241,"Medical care profound count 1-2, doctor 4· nursing 1 grade","의료최고도 count 1-2, 의사4·간호1등급",Procedure,0.23170732,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.30019027,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.23170732,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
75,A1242,"Medical care profound count 1-2, doctor 4· nursing 2 grade","의료최고도 count 1-2, 의사4·간호2등급",Procedure,0.229768917,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.296670467,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.229768917,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
76,A1243,"Medical care profound count 1-2, doctor 4· nursing 3 grade","의료최고도 count 1-2, 의사4·간호3등급",Procedure,0.227369547,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.269226015,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227369547,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
77,A1244,"Medical care profound count 1-2, doctor 4· nursing 4 grade","의료최고도 count 1-2, 의사4·간호4등급",Procedure,0.227215633,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.292046517,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227215633,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
78,A1246,"Medical care profound count 1-2, doctor 4· nursing 6 grade","의료최고도 count 1-2, 의사4·간호6등급",Procedure,0.226488933,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.29070428,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.226488933,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
79,A1247,"Medical care profound count 1-2, doctor 4· nursing 7 grade","의료최고도 count 1-2, 의사4·간호7등급",Procedure,0.224228784,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.286556005,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.224228784,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
80,A1248,"Medical care profound count 1-2, doctor 4· nursing 8 grade","의료최고도 count 1-2, 의사4·간호8등급",Procedure,0.225594088,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.289165944,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.225594088,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
81,A1250,"Medical care profound count 1-2, doctor 5· nursing 5 grade","의료최고도 count 1-2, 의사5·간호5등급",Procedure,0.231546625,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.299904644,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.231546625,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
82,A1251,"Medical care profound count 1-2, doctor 5· nursing 1 grade","의료최고도 count 1-2, 의사5·간호1등급",Procedure,0.232748106,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.302105397,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.232748106,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
83,A1252,"Medical care profound count 1-2, doctor 5· nursing 2 grade","의료최고도 count 1-2, 의사5·간호2등급",Procedure,0.230783686,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.298518628,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.230783686,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
84,A1253,"Medical care profound count 1-2, doctor 5· nursing 3 grade","의료최고도 count 1-2, 의사5·간호3등급",Procedure,0.228352726,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.270853996,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.228352726,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
85,A1254,"Medical care profound count 1-2, doctor 5· nursing 4 grade","의료최고도 count 1-2, 의사5·간호4등급",Procedure,0.227638066,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.292813271,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227638066,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
86,A1256,"Medical care profound count 1-2, doctor 5· nursing 6 grade","의료최고도 count 1-2, 의사5·간호6등급",Procedure,0.227460697,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.292442501,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.227460697,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
87,A1257,"Medical care profound count 1-2, doctor 5· nursing 7 grade","의료최고도 count 1-2, 의사5·간호7등급",Procedure,0.225171626,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.288220435,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.225171626,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
88,A1258,"Medical care profound count 1-2, doctor 5· nursing 8 grade","의료최고도 count 1-2, 의사5·간호8등급",Procedure,0.226554334,4154551,Activities of daily living management,SNOMED,Procedure,S,1,1,Procedure,370885003,19700101,20991231,0.290876567,4126495,Activities of daily living assessment,SNOMED,Procedure,S,11,2,Procedure,304492001,19700101,20991231,0.226554334,4154551,Activities of daily living management,SNOMED,Procedure,S,Procedure,370885003,19700101,20991231
